timestamp,merit-nt,bgp,ping-slash24,datetime,DATETIME,LABEL
1647922800,1.4,670,378.0,2022-03-22 04:20:00+00:00,2022-03-22 04:20:00+00:00,0
1647923100,1.6,670,378.0,2022-03-22 04:25:00+00:00,2022-03-22 04:25:00+00:00,0
1647923400,2.0,670,384.0,2022-03-22 04:30:00+00:00,2022-03-22 04:30:00+00:00,0
1647923700,1.4,670,384.0,2022-03-22 04:35:00+00:00,2022-03-22 04:35:00+00:00,0
1647924000,1.4,670,374.0,2022-03-22 04:40:00+00:00,2022-03-22 04:40:00+00:00,0
1647924300,1.0,670,374.0,2022-03-22 04:45:00+00:00,2022-03-22 04:45:00+00:00,0
1647924600,1.2,670,389.0,2022-03-22 04:50:00+00:00,2022-03-22 04:50:00+00:00,0
1647924900,1.4,670,389.0,2022-03-22 04:55:00+00:00,2022-03-22 04:55:00+00:00,0
1647925200,2.4,670,386.0,2022-03-22 05:00:00+00:00,2022-03-22 05:00:00+00:00,0
1647925500,1.0,670,386.0,2022-03-22 05:05:00+00:00,2022-03-22 05:05:00+00:00,0
1647925800,1.4,670,377.0,2022-03-22 05:10:00+00:00,2022-03-22 05:10:00+00:00,0
1647926100,1.8,670,377.0,2022-03-22 05:15:00+00:00,2022-03-22 05:15:00+00:00,0
1647926400,2.0,670,391.0,2022-03-22 05:20:00+00:00,2022-03-22 05:20:00+00:00,0
1647926700,1.6,670,391.0,2022-03-22 05:25:00+00:00,2022-03-22 05:25:00+00:00,0
1647927000,1.6,670,388.0,2022-03-22 05:30:00+00:00,2022-03-22 05:30:00+00:00,0
1647927300,1.2,670,388.0,2022-03-22 05:35:00+00:00,2022-03-22 05:35:00+00:00,0
1647927600,1.2,670,384.0,2022-03-22 05:40:00+00:00,2022-03-22 05:40:00+00:00,0
1647927900,0.4,670,384.0,2022-03-22 05:45:00+00:00,2022-03-22 05:45:00+00:00,0
1647928200,3.0,670,377.0,2022-03-22 05:50:00+00:00,2022-03-22 05:50:00+00:00,0
1647928500,1.2,670,377.0,2022-03-22 05:55:00+00:00,2022-03-22 05:55:00+00:00,0
1647928800,1.6,670,396.0,2022-03-22 06:00:00+00:00,2022-03-22 06:00:00+00:00,0
1647929100,1.0,670,396.0,2022-03-22 06:05:00+00:00,2022-03-22 06:05:00+00:00,0
1647929400,1.4,670,381.0,2022-03-22 06:10:00+00:00,2022-03-22 06:10:00+00:00,0
1647929700,1.8,670,381.0,2022-03-22 06:15:00+00:00,2022-03-22 06:15:00+00:00,0
1647930000,1.4,670,384.0,2022-03-22 06:20:00+00:00,2022-03-22 06:20:00+00:00,0
1647930300,1.6,670,384.0,2022-03-22 06:25:00+00:00,2022-03-22 06:25:00+00:00,0
1647930600,1.4,670,384.0,2022-03-22 06:30:00+00:00,2022-03-22 06:30:00+00:00,0
1647930900,1.6,670,384.0,2022-03-22 06:35:00+00:00,2022-03-22 06:35:00+00:00,0
1647931200,2.0,670,390.0,2022-03-22 06:40:00+00:00,2022-03-22 06:40:00+00:00,0
1647931500,2.2,670,390.0,2022-03-22 06:45:00+00:00,2022-03-22 06:45:00+00:00,0
1647931800,3.0,670,393.0,2022-03-22 06:50:00+00:00,2022-03-22 06:50:00+00:00,0
1647932100,1.6,670,393.0,2022-03-22 06:55:00+00:00,2022-03-22 06:55:00+00:00,0
1647932400,1.6,670,395.0,2022-03-22 07:00:00+00:00,2022-03-22 07:00:00+00:00,0
1647932700,1.8,670,395.0,2022-03-22 07:05:00+00:00,2022-03-22 07:05:00+00:00,0
1647933000,2.4,670,400.0,2022-03-22 07:10:00+00:00,2022-03-22 07:10:00+00:00,0
1647933300,1.8,670,400.0,2022-03-22 07:15:00+00:00,2022-03-22 07:15:00+00:00,0
1647933600,1.4,670,396.0,2022-03-22 07:20:00+00:00,2022-03-22 07:20:00+00:00,0
1647933900,2.2,670,396.0,2022-03-22 07:25:00+00:00,2022-03-22 07:25:00+00:00,0
1647934200,2.4,670,395.0,2022-03-22 07:30:00+00:00,2022-03-22 07:30:00+00:00,0
1647934500,1.8,670,395.0,2022-03-22 07:35:00+00:00,2022-03-22 07:35:00+00:00,0
1647934800,1.8,670,380.0,2022-03-22 07:40:00+00:00,2022-03-22 07:40:00+00:00,0
1647935100,1.4,670,380.0,2022-03-22 07:45:00+00:00,2022-03-22 07:45:00+00:00,0
1647935400,1.8,670,382.0,2022-03-22 07:50:00+00:00,2022-03-22 07:50:00+00:00,0
1647935700,1.8,670,382.0,2022-03-22 07:55:00+00:00,2022-03-22 07:55:00+00:00,0
1647936000,1.2,670,380.0,2022-03-22 08:00:00+00:00,2022-03-22 08:00:00+00:00,0
